ID_Cliente,Evasion,Genero,Es_Senior,¿Cliente con pareja?,¿Cliente con dependientes?,Tiempo_con_la_empresa,¿Servicio_Telefono?,¿Varias_Lineas_Telefono?,Servicio_Internet,¿Seguridad_Online?,¿Copia_de_Seguridad_Online?,¿Proteccion_Dispositivos?,¿Soporte_Tecnico_Internet?,¿TV_Streaming?,¿Peliculas_Streaming?,Tipo_Contrato,¿Factura_Electronica?,Metodo_Pago,Facturacion_Mensual,Facturacion_Total,Cuentas_Diarias
0023,0.0,0,1,1,0,50,1,1,2,0,0,0,0,0,0,1,0,0,25.2,1306.3,0.84
0023,1.0,0,0,1,0,13,1,1,1,0,1,1,0,1,0,0,0,0,94.1,1215.6,3.1366666666666663
0027,0.0,0,0,1,1,23,1,1,1,0,0,0,0,1,0,0,1,0,83.75,1849.95,2.7916666666666665
0030,0.0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,19.85,57.2,0.6616666666666667
0031,1.0,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,1,20.35,76.35,0.6783333333333333
0032,1.0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2,30.5,30.5,1.0166666666666666
0036,0.0,0,0,1,1,55,1,0,1,0,1,1,1,1,1,1,1,2,103.7,5656.75,3.4566666666666666
0040,0.0,1,0,1,1,54,1,0,2,0,0,0,0,0,0,2,0,3,20.4,1090.6,0.6799999999999999
0042,0.0,1,0,0,0,26,1,0,2,0,0,0,0,0,0,1,1,2,19.6,471.85,0.6533333333333334
0042,0.0,0,0,1,1,69,1,0,2,0,0,0,0,0,0,2,0,2,19.7,1396.9,0.6566666666666666
0048,0.0,1,0,1,1,37,1,0,1,0,0,0,0,1,1,1,0,3,91.2,3247.55,3.04
0048,0.0,0,0,1,0,49,1,0,2,0,0,0,0,0,0,1,0,2,20.45,900.9,0.6816666666666666
0052,0.0,1,0,1,0,66,1,1,1,1,1,1,1,1,1,1,0,2,115.8,7942.15,3.86
0052,0.0,0,0,0,0,67,1,0,2,0,0,0,0,0,0,1,0,0,20.55,1343.4,0.685
0056,0.0,1,0,1,1,20,0,0,0,1,0,1,1,0,0,2,1,3,39.4,825.4,1.3133333333333332
0057,0.0,0,0,0,1,43,1,1,2,0,0,0,0,0,0,2,1,0,25.1,1070.15,0.8366666666666667
0058,0.0,0,0,1,0,55,1,1,1,1,0,0,0,1,0,0,1,2,89.8,4959.6,2.993333333333333
0060,0.0,0,0,1,0,59,1,1,1,1,1,0,0,1,0,0,1,0,94.75,5597.65,3.158333333333333
0064,0.0,0,0,1,1,12,1,0,2,0,0,0,0,0,0,2,0,2,20.3,224.5,0.6766666666666666
0064,0.0,1,0,1,1,27,1,1,1,0,0,0,0,0,0,0,1,2,75.75,1929.0,2.525
0067,1.0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,49.25,91.1,1.6416666666666666
0068,0.0,0,0,0,0,27,1,0,0,0,1,1,1,1,1,1,0,1,78.2,2078.95,2.606666666666667
0071,0.0,1,0,1,1,25,1,1,2,0,0,0,0,0,0,2,0,3,25.5,630.6,0.85
0074,0.0,1,0,1,1,25,1,0,0,1,1,1,0,0,0,1,1,2,61.6,1611.0,2.0533333333333332
0076,0.0,1,0,0,1,29,0,0,0,1,1,1,1,0,0,0,1,1,45.0,1242.45,1.5
0078,0.0,1,0,1,0,72,1,1,0,0,1,1,1,1,1,2,1,2,85.15,6316.2,2.8383333333333334
0080,0.0,0,0,0,0,14,1,0,0,0,1,0,0,0,0,1,0,3,51.45,727.85,1.715
0080,0.0,0,0,0,0,35,1,0,1,0,0,1,1,1,1,1,1,0,99.25,3532.0,3.308333333333333
0082,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,44.3,44.3,1.4766666666666666
0082,0.0,1,0,0,0,29,1,0,1,0,0,0,1,1,1,0,1,0,94.2,2607.6,3.14
0083,0.0,1,0,0,0,64,1,1,0,1,1,1,1,1,0,1,0,0,81.25,5567.55,2.7083333333333335
0089,0.0,0,0,1,1,39,1,1,1,0,0,0,1,1,1,0,1,3,99.95,3767.4,3.3316666666666666
0093,0.0,0,1,0,0,40,1,0,1,0,0,0,0,1,1,0,1,0,91.55,3673.6,3.0516666666666667
0093,1.0,1,0,0,0,40,1,1,1,0,1,1,0,1,1,0,1,3,104.5,4036.85,3.4833333333333334
0094,1.0,0,1,0,0,11,1,0,1,0,1,0,0,1,1,0,1,0,95.0,1120.3,3.1666666666666665
0096,0.0,0,0,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,50.35,314.55,1.6783333333333335
0096,0.0,1,0,0,0,30,1,1,0,1,0,0,0,0,1,0,1,1,64.5,1888.45,2.15
0098,0.0,1,0,0,0,27,1,0,2,0,0,0,0,0,0,0,1,0,19.4,529.8,0.6466666666666666
0100,0.0,1,1,1,0,70,1,1,1,0,1,1,0,1,1,1,1,0,104.8,7308.95,3.493333333333333
0103,0.0,0,0,1,0,57,1,1,1,0,1,1,1,1,1,1,1,2,109.4,6252.7,3.646666666666667
0104,0.0,1,0,1,0,58,1,0,0,0,0,1,0,0,0,1,0,3,50.3,2878.55,1.6766666666666665
0106,0.0,1,0,0,0,16,1,1,0,0,1,1,0,0,1,0,1,2,71.4,1212.1,2.3800000000000003
0106,0.0,0,0,1,0,69,1,1,1,1,1,1,1,1,1,2,1,0,116.0,8182.85,3.8666666666666667
0107,1.0,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,19.85,19.85,0.6616666666666667
0107,1.0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,99.75,99.75,3.325
0111,0.0,1,1,1,1,32,1,0,1,0,1,0,0,1,1,0,1,1,93.95,2861.45,3.131666666666667
0112,0.0,1,0,1,1,16,1,1,1,0,0,1,0,1,0,0,1,2,90.8,1442.2,3.0266666666666664
0112,1.0,1,0,1,0,49,1,1,0,1,0,1,1,1,1,1,0,0,84.35,4059.35,2.8116666666666665
0114,0.0,0,0,1,0,71,0,0,0,0,1,1,1,1,1,2,0,2,58.25,4145.9,1.9416666666666667
0114,0.0,0,0,0,0,33,1,1,1,0,1,1,0,1,1,0,0,0,107.55,3645.5,3.585
0114,0.0,0,0,1,0,10,1,0,2,0,0,0,0,0,0,0,1,2,19.95,187.75,0.6649999999999999
0115,1.0,1,0,1,0,21,1,1,1,0,1,1,1,1,1,0,1,0,111.2,2317.1,3.7066666666666666
0117,1.0,1,0,1,1,37,0,0,0,1,1,1,0,0,0,0,0,2,40.2,1448.8,1.34
0118,0.0,0,1,0,0,26,1,0,1,1,0,0,0,1,0,0,1,3,85.8,2193.65,2.86
0121,0.0,1,0,0,0,50,0,0,0,1,0,0,1,0,0,1,1,1,35.4,1748.9,1.18
0122,1.0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,1,0,73.85,511.25,2.4616666666666664
0123,0.0,0,0,1,1,61,1,1,0,1,1,1,1,1,1,2,0,1,88.1,5526.75,2.9366666666666665
0125,1.0,1,0,0,0,15,1,0,1,0,0,1,1,1,1,0,1,0,101.35,1553.95,3.378333333333333
0128,0.0,0,0,0,1,26,0,0,0,1,0,0,1,0,1,0,0,1,45.8,1147.0,1.5266666666666666
0129,0.0,1,0,1,0,72,1,0,1,0,0,1,0,1,1,0,1,0,94.65,6747.35,3.1550000000000002
0129,0.0,1,0,1,1,44,1,0,2,0,0,0,0,0,0,1,1,2,20.5,865.05,0.6833333333333333
0130,0.0,1,0,0,0,66,1,1,1,0,1,0,0,0,1,0,0,3,89.4,5976.9,2.98
0133,1.0,0,0,0,0,2,1,0,1,1,1,0,1,0,0,0,1,0,86.25,181.65,2.875
0134,0.0,0,1,0,0,44,1,0,0,0,0,1,1,1,1,1,0,2,74.85,3268.05,2.4949999999999997
0135,1.0,0,0,0,0,12,1,1,1,0,1,0,0,1,0,0,1,2,89.75,1052.4,2.9916666666666667
0136,0.0,1,1,1,0,69,1,1,1,0,1,1,1,1,1,2,1,0,109.95,7634.25,3.665
0137,1.0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,80.2,80.2,2.6733333333333333
0137,1.0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,19.85,63.75,0.6616666666666667
0139,0.0,0,0,1,0,2,1,0,1,1,1,0,0,1,0,0,0,0,90.35,190.5,3.0116666666666663
0141,0.0,0,1,0,0,27,1,1,1,0,1,1,0,0,0,0,1,2,86.45,2401.05,2.881666666666667
0142,0.0,1,0,0,0,26,1,0,2,0,0,0,0,0,0,0,1,0,20.3,511.25,0.6766666666666666
0147,0.0,0,1,1,0,39,1,1,1,0,0,0,1,1,1,0,1,0,101.25,3949.15,3.375
0148,1.0,1,0,0,0,25,1,1,1,0,0,0,0,1,1,0,1,2,94.7,2362.1,3.1566666666666667
0151,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,70.9,70.9,2.3633333333333337
0156,1.0,1,0,1,0,22,1,0,0,1,0,0,1,0,0,0,1,0,54.2,1152.7,1.8066666666666669
0164,0.0,0,0,0,0,72,1,1,1,1,1,1,1,1,1,2,1,0,114.9,8496.7,3.83
0164,0.0,0,0,0,0,24,1,0,2,0,0,0,0,0,0,2,1,2,19.55,470.2,0.6516666666666667
0168,0.0,0,0,1,0,19,1,1,1,0,0,0,0,1,0,0,1,0,86.85,1564.4,2.895
0174,0.0,1,0,1,1,71,1,1,2,0,0,0,0,0,0,2,0,3,25.35,1847.55,0.8450000000000001
0177,0.0,1,1,1,0,33,1,1,1,1,0,1,1,1,1,0,1,2,109.9,3694.7,3.6633333333333336
0178,0.0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,1,19.95,58.0,0.6649999999999999
0178,0.0,1,0,1,1,47,1,1,1,0,1,0,0,1,0,0,0,0,87.2,4017.45,2.9066666666666667
0181,0.0,1,0,1,1,62,1,0,1,1,1,1,1,1,1,2,0,1,108.15,6825.65,3.605
0186,0.0,1,0,0,0,71,1,1,1,1,1,1,1,1,1,1,1,2,116.3,8309.55,3.8766666666666665
0187,0.0,1,1,1,0,7,1,0,1,0,0,0,0,1,1,0,1,0,89.0,605.45,2.966666666666667
0187,0.0,0,0,1,1,27,1,0,1,1,0,0,0,0,0,0,0,1,74.4,1972.35,2.48
0188,0.0,1,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,20.05,33.7,0.6683333333333333
0191,0.0,0,0,0,1,25,0,0,0,1,0,0,1,0,0,2,0,2,35.05,844.45,1.1683333333333332
0191,0.0,1,1,0,0,30,1,0,0,1,1,0,0,1,1,0,1,0,74.75,2111.3,2.4916666666666667
0193,1.0,0,1,1,0,58,1,0,1,1,1,0,1,1,1,1,1,3,105.5,6205.5,3.5166666666666666
0195,1.0,1,0,1,0,10,1,1,1,0,0,0,0,0,1,0,1,0,85.25,855.3,2.841666666666667
0196,0.0,0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,1,3,75.2,633.85,2.506666666666667
0196,1.0,0,1,1,0,6,1,1,1,0,0,0,0,0,1,0,1,0,84.35,474.9,2.8116666666666665
0197,0.0,0,0,1,1,69,1,1,1,1,0,1,0,0,0,1,0,2,84.45,5848.6,2.815
0201,0.0,0,1,0,0,66,1,1,1,1,0,0,0,1,1,2,1,2,102.4,6471.85,3.4133333333333336
0201,1.0,0,0,0,0,70,1,1,1,1,1,1,1,1,1,1,0,3,115.55,8127.6,3.8516666666666666
0203,1.0,1,0,0,0,25,1,1,2,0,0,0,0,0,0,1,0,2,25.3,676.35,0.8433333333333334
0206,0.0,0,0,1,1,46,1,0,2,0,0,0,0,0,0,2,1,1,19.25,864.2,0.6416666666666667
0206,0.0,0,0,1,0,54,1,1,1,1,1,1,1,1,1,1,1,1,114.65,6049.5,3.8216666666666668
0207,1.0,0,0,0,0,15,1,0,1,1,0,1,1,1,1,0,0,0,105.1,1582.75,3.503333333333333
0208,0.0,0,0,1,1,12,1,0,2,0,0,0,0,0,0,0,0,2,19.4,198.1,0.6466666666666666
0212,0.0,0,0,0,0,22,0,0,0,0,1,0,0,1,1,0,1,0,50.35,1098.85,1.6783333333333335
0214,0.0,0,0,1,0,70,0,0,0,0,1,1,1,1,1,2,0,2,57.8,4039.3,1.9266666666666665
0215,0.0,1,0,0,0,30,1,0,1,1,1,1,0,0,0,0,1,3,84.3,2438.6,2.81
0218,0.0,1,0,1,1,71,1,1,1,0,1,0,0,1,1,1,0,2,100.55,7113.75,3.3516666666666666
0219,0.0,1,0,1,0,30,1,0,2,0,0,0,0,0,0,1,0,3,19.8,576.65,0.66
0219,1.0,1,0,1,1,4,1,1,1,0,1,1,0,0,0,0,1,2,84.8,371.9,2.8266666666666667
0220,1.0,1,0,0,0,2,1,0,1,0,0,1,0,0,1,0,1,0,85.85,167.3,2.8616666666666664
0221,0.0,1,0,0,1,10,1,0,2,0,0,0,0,0,0,1,1,2,19.95,219.5,0.6649999999999999
0221,0.0,1,1,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,75.35,273.4,2.5116666666666663
0222,0.0,1,1,0,0,52,0,0,0,1,0,0,0,1,1,0,1,3,48.8,2555.05,1.6266666666666665
0224,1.0,1,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,47.15,223.15,1.5716666666666665
0224,0.0,1,0,1,1,8,1,0,2,0,0,0,0,0,0,2,0,1,20.15,165.5,0.6716666666666666
0224,0.0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,44.3,89.3,1.4766666666666666
0225,0.0,1,0,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,84.3,235.05,2.81
0228,0.0,1,0,0,0,19,1,1,0,0,0,1,1,0,0,0,0,0,59.55,1144.6,1.9849999999999999
0229,0.0,1,0,0,0,72,1,1,0,1,1,1,1,0,0,2,0,2,69.65,4908.25,2.3216666666666668
0230,0.0,1,1,1,0,63,0,0,0,1,0,0,1,0,0,1,0,2,36.1,2298.9,1.2033333333333334
0230,0.0,1,0,1,0,66,0,0,0,1,1,1,1,1,0,2,1,2,56.6,3789.2,1.8866666666666667
0231,1.0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,75.9,75.9,2.5300000000000002
0233,0.0,0,0,0,0,60,1,1,1,0,0,1,0,0,0,1,1,2,79.2,4765.0,2.64
0234,0.0,0,0,1,1,48,0,0,0,1,0,1,0,0,1,1,0,3,45.0,2196.3,1.5
0235,1.0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,3,85.55,85.55,2.8516666666666666
0236,1.0,1,0,0,0,15,1,1,1,0,0,0,0,1,1,0,1,0,93.35,1444.65,3.1116666666666664
0237,0.0,0,0,1,0,50,1,1,1,1,1,0,1,1,1,0,1,2,109.65,5405.8,3.6550000000000002
0238,0.0,1,0,1,1,72,1,1,0,1,1,1,1,1,1,2,0,3,89.7,6339.3,2.99
0239,0.0,0,0,0,0,46,1,1,1,1,1,0,0,0,0,0,0,1,84.25,3847.6,2.808333333333333
0244,0.0,0,0,1,1,72,1,1,0,1,1,1,1,1,1,2,0,2,92.65,6733.0,3.0883333333333334
0247,0.0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1,19.7,19.7,0.6566666666666666
0248,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,50.1,50.1,1.6700000000000002
0248,0.0,0,1,0,0,67,1,0,1,1,1,0,1,1,0,2,1,2,92.45,6140.85,3.0816666666666666
0253,0.0,0,0,1,1,48,1,1,0,0,1,0,1,1,1,2,0,0,79.65,3870.3,2.6550000000000002
0254,0.0,0,0,0,0,72,1,0,1,1,1,1,1,1,1,2,1,0,109.9,7624.2,3.6633333333333336
0254,0.0,1,0,1,0,52,1,1,0,1,1,1,1,0,1,1,1,3,81.4,4354.45,2.7133333333333334
0254,0.0,0,0,1,1,67,1,0,0,0,1,0,0,0,0,1,0,3,50.55,3431.75,1.6849999999999998
0256,1.0,0,0,1,1,28,1,0,1,0,0,0,0,0,1,0,1,0,81.05,2227.1,2.7016666666666667
0257,0.0,0,0,1,1,32,1,1,0,0,1,1,0,0,0,0,0,2,62.45,2045.55,2.0816666666666666
0257,1.0,0,1,1,0,27,1,0,1,1,0,0,0,0,0,0,1,2,75.2,1929.35,2.506666666666667
0258,0.0,1,0,0,0,3,1,0,1,0,1,1,0,0,1,0,0,0,90.4,268.45,3.0133333333333336
0259,1.0,1,0,0,0,2,1,1,1,0,0,0,0,1,0,0,1,0,85.65,181.5,2.855
0260,1.0,0,0,0,1,9,1,0,0,0,0,1,1,1,1,0,1,1,72.9,651.4,2.43
0263,0.0,1,0,1,1,50,1,1,0,1,0,0,1,1,0,2,1,3,70.5,3486.65,2.35
0264,0.0,0,0,1,1,71,1,0,2,0,0,0,0,0,0,2,0,2,20.1,1389.6,0.67
0265,1.0,1,1,1,0,32,1,1,1,0,0,0,0,0,0,0,1,0,74.9,2303.35,2.496666666666667
0265,0.0,0,0,1,1,16,1,0,1,1,0,1,0,1,1,0,0,2,100.7,1522.7,3.356666666666667
0266,0.0,0,0,1,1,67,1,1,1,0,0,1,1,1,1,2,1,2,105.65,6717.9,3.521666666666667
0266,0.0,1,0,1,1,72,1,1,1,1,1,1,1,1,1,2,1,3,114.3,8058.55,3.81
0268,1.0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,19.75,58.85,0.6583333333333333
0269,0.0,1,0,1,1,23,1,1,2,0,0,0,0,0,0,1,0,1,24.35,538.5,0.8116666666666668
0270,0.0,1,0,1,1,72,1,1,0,1,1,1,1,0,0,2,0,2,69.85,5102.35,2.328333333333333
0274,0.0,1,0,1,1,7,0,0,0,1,1,1,0,1,1,0,0,1,58.85,465.7,1.9616666666666667
0277,0.0,1,0,1,1,8,1,0,0,0,0,0,0,1,0,0,1,0,54.4,475.1,1.8133333333333332
0277,0.0,1,0,1,1,66,0,0,0,0,0,0,1,1,1,2,0,2,50.55,3364.55,1.6849999999999998
0278,1.0,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,1,21.05,113.85,0.7016666666666667
0280,1.0,1,0,0,0,49,1,1,1,0,1,1,0,1,1,0,1,2,103.7,5036.3,3.4566666666666666
0281,0.0,1,0,1,0,63,1,0,2,0,0,0,0,0,0,2,1,2,19.95,1234.8,0.6649999999999999
0282,0.0,0,1,1,1,12,0,0,0,0,0,0,1,0,0,0,1,1,29.3,355.9,0.9766666666666667
0285,0.0,1,0,1,1,27,1,0,0,1,1,0,0,0,0,0,1,3,54.75,1510.3,1.825
0289,0.0,0,0,0,0,35,1,0,0,1,1,1,0,0,0,0,0,0,60.55,1982.6,2.018333333333333
0292,0.0,0,0,1,1,54,1,1,0,0,1,1,1,1,1,0,1,0,86.2,4524.05,2.8733333333333335
0295,1.0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,95.45,95.45,3.1816666666666666
0295,0.0,1,0,0,0,5,1,0,0,0,0,1,1,1,0,0,1,3,63.95,318.1,2.131666666666667
0297,0.0,1,0,0,0,19,1,0,0,0,1,0,1,0,1,1,1,2,65.35,1231.85,2.1783333333333332
0298,0.0,1,0,1,1,52,0,0,0,0,1,1,1,1,0,2,0,1,50.2,2554.0,1.6733333333333333
0301,0.0,0,0,1,1,72,0,0,0,1,1,1,1,1,1,2,1,2,63.8,4684.3,2.1266666666666665
0301,0.0,1,0,0,0,32,1,0,2,0,0,0,0,0,0,2,1,2,20.05,614.45,0.6683333333333333
0302,1.0,0,0,1,0,8,1,0,1,0,1,1,0,1,1,0,0,0,101.15,842.9,3.371666666666667
0303,0.0,1,0,0,0,41,1,1,0,0,0,1,0,0,1,1,0,1,65.0,2531.8,2.1666666666666665
0303,0.0,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,1,19.25,86.05,0.6416666666666667
0305,0.0,0,0,0,1,11,0,0,0,1,0,0,1,0,0,1,1,1,36.05,402.6,1.2016666666666667
0306,1.0,1,0,0,0,5,1,0,1,0,0,0,1,1,1,0,1,0,96.1,453.4,3.203333333333333
0307,0.0,0,0,0,0,16,1,0,2,0,0,0,0,0,0,1,0,1,19.05,326.65,0.635
0308,0.0,1,1,0,0,71,1,1,1,0,1,0,1,1,1,1,0,2,105.75,7382.85,3.525
0308,0.0,0,0,0,0,11,0,0,0,0,1,1,1,0,0,1,1,3,40.4,422.6,1.3466666666666667
0310,1.0,0,0,1,1,61,1,1,1,0,1,0,0,1,1,0,1,0,99.15,6010.05,3.305
0310,0.0,0,0,1,0,71,1,0,0,1,1,1,1,1,1,1,1,2,84.8,6046.1,2.8266666666666667
0310,0.0,1,0,0,0,9,1,0,2,0,0,0,0,0,0,0,0,1,19.85,178.8,0.6616666666666667
0311,0.0,0,0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,0,49.45,314.6,1.6483333333333334
0311,1.0,0,0,0,0,26,1,0,1,0,0,0,0,1,1,0,1,2,88.8,2274.35,2.96
0314,0.0,0,0,0,0,6,1,0,0,1,1,0,0,0,0,0,0,1,55.15,322.9,1.8383333333333334
0315,0.0,1,0,0,0,11,1,0,1,0,0,1,0,0,1,0,0,0,84.8,888.75,2.8266666666666667
0318,1.0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,80.55,80.55,2.685
0318,0.0,0,0,1,0,49,1,0,2,0,0,0,0,0,0,2,1,2,20.15,973.35,0.6716666666666666
0319,0.0,0,0,1,1,3,1,0,0,0,1,0,0,1,0,0,1,3,58.7,168.6,1.9566666666666668
0320,0.0,0,0,0,0,53,1,0,1,1,1,1,1,0,1,2,0,1,99.5,5424.25,3.316666666666667
0320,1.0,1,0,1,1,23,1,0,1,1,0,0,1,1,1,0,1,0,99.85,2331.3,3.328333333333333
0322,1.0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,45.35,89.5,1.5116666666666667
0322,1.0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,48.55,48.55,1.6183333333333332
0323,0.0,1,0,0,1,3,1,1,2,0,0,0,0,0,0,2,1,1,26.4,121.25,0.88
0324,1.0,0,1,1,0,68,1,1,1,0,1,0,0,1,1,0,1,0,100.2,6851.65,3.3400000000000003
0325,1.0,1,0,0,0,8,1,0,1,0,0,1,0,1,1,0,1,0,94.7,740.3,3.1566666666666667
0326,0.0,0,0,1,0,70,1,1,1,0,0,1,0,1,1,1,1,0,97.65,6982.5,3.2550000000000003
0327,0.0,1,0,1,1,39,1,1,1,0,0,1,0,1,1,1,0,0,100.0,3835.55,3.3333333333333335
0328,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,70.1,70.1,2.3366666666666664
0329,1.0,0,0,0,0,3,1,0,1,0,1,0,1,1,1,0,1,0,97.9,315.3,3.2633333333333336
0330,0.0,1,0,1,0,60,1,1,1,0,1,1,0,1,1,1,0,2,102.5,6157.6,3.4166666666666665
0330,1.0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,69.95,330.15,2.3316666666666666
0334,1.0,1,1,0,0,3,1,1,1,0,1,0,0,0,0,0,1,0,81.35,233.7,2.7116666666666664
0334,0.0,0,0,1,0,55,1,1,0,1,1,0,1,0,0,1,1,3,66.05,3462.1,2.2016666666666667
0336,0.0,1,0,0,0,72,0,0,0,1,0,1,1,1,1,2,1,3,61.2,4390.25,2.04
0336,0.0,1,1,1,0,72,1,0,0,1,1,1,1,1,0,2,0,2,74.4,5360.75,2.48
0337,1.0,0,0,0,0,41,1,1,1,0,1,1,0,1,1,0,1,0,106.3,4443.45,3.5433333333333334
0343,0.0,1,0,0,0,60,0,0,0,1,1,1,0,0,0,2,0,2,39.6,2424.5,1.32
0345,1.0,0,0,0,0,6,1,0,1,0,0,0,0,1,1,0,0,0,89.3,577.6,2.9766666666666666
0345,0.0,0,0,1,0,46,1,1,1,0,1,1,1,1,1,2,1,3,108.9,4854.3,3.6300000000000003
0347,0.0,0,0,0,0,15,1,0,2,0,0,0,0,0,0,0,0,1,19.9,320.45,0.6633333333333333
0348,1.0,0,0,1,0,58,1,1,1,0,0,1,1,1,1,0,1,3,102.1,5885.4,3.4033333333333333
0354,0.0,1,0,1,1,23,1,0,2,0,0,0,0,0,0,2,0,3,19.6,426.65,0.6533333333333334
0354,1.0,0,1,1,1,31,1,0,1,0,0,1,1,1,1,0,1,0,98.9,2911.3,3.296666666666667
0356,0.0,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,2,45.9,521.9,1.53
0356,0.0,0,1,0,0,56,1,1,1,0,1,1,1,1,0,2,1,2,99.9,5706.3,3.33
0357,0.0,0,0,0,1,25,1,0,2,0,0,0,0,0,0,0,0,3,20.05,471.7,0.6683333333333333
0361,0.0,0,0,0,0,68,0,0,0,1,1,1,1,1,1,2,0,3,64.35,4539.6,2.145
0362,0.0,0,0,0,0,40,1,0,2,0,0,0,0,0,0,2,0,3,19.65,830.25,0.6549999999999999
0362,1.0,1,0,0,0,36,1,1,1,0,0,0,0,0,1,0,1,0,84.9,3067.2,2.83
